industry_segment_label,hfb_no,date_purchase_month,cust_by_hfb
Arts_Recreation,09,2025-02-01,30
Arts_Recreation,09,2025-03-01,23
Arts_Recreation,09,2025-04-01,24
Arts_Recreation,09,2025-05-01,30
Arts_Recreation,10,2024-06-01,29
Arts_Recreation,10,2024-07-01,36
Arts_Recreation,10,2024-08-01,25
Arts_Recreation,10,2024-09-01,27
Arts_Recreation,10,2024-10-01,35
Arts_Recreation,10,2024-11-01,36
Arts_Recreation,10,2024-12-01,28
Arts_Recreation,10,2025-01-01,37
Arts_Recreation,10,2025-02-01,29
Arts_Recreation,10,2025-03-01,36
Arts_Recreation,10,2025-04-01,25
Arts_Recreation,10,2025-05-01,30
Arts_Recreation,11,2024-06-01,27
Arts_Recreation,11,2024-07-01,47
Arts_Recreation,11,2024-08-01,32
Arts_Recreation,11,2024-09-01,23
Arts_Recreation,11,2024-10-01,20
Arts_Recreation,11,2024-11-01,24
Arts_Recreation,11,2024-12-01,28
Arts_Recreation,11,2025-01-01,30
Arts_Recreation,11,2025-02-01,31
Arts_Recreation,11,2025-03-01,37
Arts_Recreation,11,2025-04-01,29
Arts_Recreation,11,2025-05-01,31
Arts_Recreation,12,2024-06-01,19
Arts_Recreation,12,2024-07-01,36
Arts_Recreation,12,2024-08-01,20
Arts_Recreation,12,2024-09-01,18
Arts_Recreation,12,2024-10-01,27
Arts_Recreation,12,2024-11-01,18
Arts_Recreation,12,2024-12-01,14
Arts_Recreation,12,2025-01-01,14
Arts_Recreation,12,2025-02-01,17
Arts_Recreation,12,2025-03-01,27
Arts_Recreation,12,2025-04-01,17
Arts_Recreation,12,2025-05-01,14
Arts_Recreation,13,2024-06-01,14
Arts_Recreation,13,2024-07-01,12
Arts_Recreation,13,2024-08-01,15
Arts_Recreation,13,2024-09-01,12
Arts_Recreation,13,2024-10-01,9
Arts_Recreation,13,2024-11-01,10
Arts_Recreation,13,2024-12-01,11
Arts_Recreation,13,2025-01-01,12
Arts_Recreation,13,2025-02-01,13
Arts_Recreation,13,2025-03-01,17
Arts_Recreation,13,2025-04-01,13
Arts_Recreation,13,2025-05-01,11
Arts_Recreation,14,2024-06-01,45
Arts_Recreation,14,2024-07-01,46
Arts_Recreation,14,2024-08-01,45
Arts_Recreation,14,2024-09-01,40
Arts_Recreation,14,2024-10-01,32
Arts_Recreation,14,2024-11-01,31
Arts_Recreation,14,2024-12-01,33
Arts_Recreation,14,2025-01-01,46
Arts_Recreation,14,2025-02-01,39
Arts_Recreation,14,2025-03-01,50
Arts_Recreation,14,2025-04-01,40
Arts_Recreation,14,2025-05-01,38
Arts_Recreation,15,2024-06-01,46
Arts_Recreation,15,2024-07-01,52
Arts_Recreation,15,2024-08-01,42
Arts_Recreation,15,2024-09-01,41
Arts_Recreation,15,2024-10-01,41
Arts_Recreation,15,2024-11-01,33
Arts_Recreation,15,2024-12-01,45
Arts_Recreation,15,2025-01-01,42
Arts_Recreation,15,2025-02-01,42
Arts_Recreation,15,2025-03-01,55
Arts_Recreation,15,2025-04-01,50
Arts_Recreation,15,2025-05-01,43
Arts_Recreation,16,2024-06-01,37
Arts_Recreation,16,2024-07-01,53
Arts_Recreation,16,2024-08-01,37
Arts_Recreation,16,2024-09-01,42
Arts_Recreation,16,2024-10-01,49
Arts_Recreation,16,2024-11-01,47
Arts_Recreation,16,2024-12-01,43
Arts_Recreation,16,2025-01-01,36
Arts_Recreation,16,2025-02-01,37
Arts_Recreation,16,2025-03-01,53
Arts_Recreation,16,2025-04-01,44
Arts_Recreation,16,2025-05-01,25
Arts_Recreation,17,2024-06-01,17
Arts_Recreation,17,2024-07-01,11
Arts_Recreation,17,2024-08-01,8
Arts_Recreation,17,2024-09-01,5
Arts_Recreation,17,2024-10-01,6
Arts_Recreation,17,2024-12-01,5
Arts_Recreation,17,2025-01-01,2
Arts_Recreation,17,2025-02-01,4
Arts_Recreation,17,2025-03-01,11
Arts_Recreation,17,2025-04-01,16
Arts_Recreation,17,2025-05-01,14
Arts_Recreation,18,2024-06-01,72
Arts_Recreation,18,2024-07-01,85
Arts_Recreation,18,2024-08-01,75
Arts_Recreation,18,2024-09-01,71
Arts_Recreation,18,2024-10-01,85
Arts_Recreation,18,2024-11-01,71
Arts_Recreation,18,2024-12-01,65
Arts_Recreation,18,2025-01-01,80
Arts_Recreation,18,2025-02-01,73
Arts_Recreation,18,2025-03-01,85
Arts_Recreation,18,2025-04-01,77
Arts_Recreation,18,2025-05-01,59
Arts_Recreation,70,2024-06-01,4
Arts_Recreation,70,2024-07-01,7
Arts_Recreation,70,2024-08-01,4
Arts_Recreation,70,2024-09-01,4
Arts_Recreation,70,2024-10-01,9
Arts_Recreation,70,2024-11-01,5
Arts_Recreation,70,2024-12-01,4
Arts_Recreation,70,2025-01-01,9
Arts_Recreation,70,2025-02-01,7
Arts_Recreation,70,2025-03-01,7
Arts_Recreation,70,2025-04-01,9
Arts_Recreation,70,2025-05-01,8
Arts_Recreation,97,2024-06-01,163
Arts_Recreation,97,2024-07-01,196
Arts_Recreation,97,2024-08-01,161
Arts_Recreation,97,2024-09-01,139
Arts_Recreation,97,2024-10-01,172
Arts_Recreation,97,2024-11-01,143
Arts_Recreation,97,2024-12-01,152
Arts_Recreation,97,2025-01-01,174
Arts_Recreation,97,2025-02-01,169
Arts_Recreation,97,2025-03-01,183
Arts_Recreation,97,2025-04-01,193
Arts_Recreation,97,2025-05-01,150
Education,01,2024-06-01,37
Education,01,2024-07-01,37
Education,01,2024-08-01,40
Education,01,2024-09-01,37
Education,01,2024-10-01,37
Education,01,2024-11-01,31
Education,01,2024-12-01,26
Education,01,2025-01-01,39
Education,01,2025-02-01,29
Education,01,2025-03-01,25
Education,01,2025-04-01,25
Education,01,2025-05-01,18
Education,02,2024-06-01,71
Education,02,2024-07-01,106
Education,02,2024-08-01,126
Education,02,2024-09-01,82
Education,02,2024-10-01,90
Education,02,2024-11-01,71
Education,02,2024-12-01,77
Education,02,2025-01-01,75
Education,02,2025-02-01,59
Education,02,2025-03-01,67
Education,02,2025-04-01,55
Education,02,2025-05-01,45
Education,03,2024-06-01,60
Education,03,2024-07-01,65
Education,03,2024-08-01,99
Education,03,2024-09-01,75
Education,03,2024-10-01,57
Education,03,2024-11-01,50
Education,03,2024-12-01,62
Education,03,2025-01-01,57
Education,03,2025-02-01,64
Education,03,2025-03-01,57
Education,03,2025-04-01,42
Education,03,2025-05-01,33
Education,04,2024-06-01,33
Education,04,2024-07-01,29
Education,04,2024-08-01,42
Education,04,2024-09-01,33
Education,04,2024-10-01,30
Education,04,2024-11-01,32
Education,04,2024-12-01,37
Education,04,2025-01-01,31
Education,04,2025-02-01,30
Education,04,2025-03-01,31
Education,04,2025-04-01,22
Education,04,2025-05-01,33
Education,05,2024-06-01,9
Education,05,2024-07-01,9
Education,05,2024-08-01,13
Education,05,2024-09-01,6
Education,05,2024-10-01,9
Education,05,2024-11-01,6
Education,05,2024-12-01,7
Education,05,2025-01-01,9
Education,05,2025-02-01,4
Education,05,2025-03-01,9
Education,05,2025-04-01,7
Education,05,2025-05-01,8
Education,06,2024-06-01,22
Education,06,2024-07-01,23
Education,06,2024-08-01,33
Education,06,2024-09-01,23
Education,06,2024-10-01,21
Education,06,2024-11-01,14
Education,06,2024-12-01,17
Education,06,2025-01-01,27
Education,06,2025-02-01,28
Education,06,2025-03-01,20
Education,06,2025-04-01,16
Education,06,2025-05-01,17
Education,07,2024-06-01,39
Education,07,2024-07-01,53
Education,07,2024-08-01,59
Education,07,2024-09-01,37
Education,07,2024-10-01,37
Education,07,2024-11-01,22
Education,07,2024-12-01,36
Education,07,2025-01-01,40
Education,07,2025-02-01,32
Education,07,2025-03-01,43
Education,07,2025-04-01,31
Education,07,2025-05-01,34
Education,08,2024-06-01,31
Education,08,2024-07-01,44
Education,08,2024-08-01,56
Education,08,2024-09-01,45
Education,08,2024-10-01,44
Education,08,2024-11-01,28
Education,08,2024-12-01,38
Education,08,2025-01-01,36
Education,08,2025-02-01,35
Education,08,2025-03-01,34
Education,08,2025-04-01,25
Education,08,2025-05-01,20
Education,09,2024-06-01,58
Education,09,2024-07-01,70
Education,09,2024-08-01,100
Education,09,2024-09-01,70
Education,09,2024-10-01,63
Education,09,2024-11-01,52
Education,09,2024-12-01,35
Education,09,2025-01-01,52
Education,09,2025-02-01,55
Education,09,2025-03-01,57
Education,09,2025-04-01,47
Education,09,2025-05-01,52
Education,10,2024-06-01,28
Education,10,2024-07-01,25
Education,10,2024-08-01,51
Education,10,2024-09-01,41
Education,10,2024-10-01,47
Education,10,2024-11-01,42
Education,10,2024-12-01,45
Education,10,2025-01-01,33
Education,10,2025-02-01,37
Education,10,2025-03-01,29
Education,10,2025-04-01,31
Education,10,2025-05-01,23
Education,11,2024-06-01,19
Education,11,2024-07-01,23
Education,11,2024-08-01,30
Education,11,2024-09-01,22
Education,11,2024-10-01,14
Education,11,2024-11-01,26
Education,11,2024-12-01,23
Education,11,2025-01-01,20
Education,11,2025-02-01,24
Education,11,2025-03-01,19
Education,11,2025-04-01,24
Education,11,2025-05-01,22
Education,12,2024-06-01,16
Education,12,2024-07-01,18
Education,12,2024-08-01,22
Education,12,2024-09-01,27
Education,12,2024-10-01,17
Education,12,2024-11-01,12
Education,12,2024-12-01,23
Education,12,2025-01-01,19
Education,12,2025-02-01,22
Education,12,2025-03-01,27
Education,12,2025-04-01,20
Education,12,2025-05-01,12
Education,13,2024-06-01,11
Education,13,2024-07-01,11
Education,13,2024-08-01,19
Education,13,2024-09-01,15
Education,13,2024-10-01,13
Education,13,2024-11-01,10
Education,13,2024-12-01,13
Education,13,2025-01-01,16
Education,13,2025-02-01,14
Education,13,2025-03-01,16
Education,13,2025-04-01,14
Education,13,2025-05-01,9
Education,14,2024-06-01,33
Education,14,2024-07-01,37
Education,14,2024-08-01,41
Education,14,2024-09-01,44
Education,14,2024-10-01,31
Education,14,2024-11-01,38
Education,14,2024-12-01,39
Education,14,2025-01-01,41
Education,14,2025-02-01,44
Education,14,2025-03-01,25
Education,14,2025-04-01,27
Education,14,2025-05-01,35
Education,15,2024-06-01,38
Education,15,2024-07-01,35
Education,15,2024-08-01,37
Education,15,2024-09-01,38
Education,15,2024-10-01,37
Education,15,2024-11-01,34
Education,15,2024-12-01,42
Education,15,2025-01-01,42
Education,15,2025-02-01,45
Education,15,2025-03-01,26
Education,15,2025-04-01,33
Education,15,2025-05-01,29
Education,16,2024-06-01,40
Education,16,2024-07-01,28
Education,16,2024-08-01,58
Education,16,2024-09-01,47
Education,16,2024-10-01,50
Education,16,2024-11-01,45
Education,16,2024-12-01,43
Education,16,2025-01-01,46
Education,16,2025-02-01,36
Education,16,2025-03-01,49
Education,16,2025-04-01,33
Education,16,2025-05-01,39
Education,17,2024-06-01,19
Education,17,2024-07-01,10
Education,17,2024-08-01,8
Education,17,2024-09-01,8
Education,17,2024-10-01,5
Education,17,2024-11-01,4
Education,17,2024-12-01,7
Education,17,2025-01-01,3
Education,17,2025-02-01,7
Education,17,2025-03-01,10
Education,17,2025-04-01,11
Education,17,2025-05-01,12
Education,18,2024-06-01,88
Education,18,2024-07-01,104
Education,18,2024-08-01,120
Education,18,2024-09-01,100
Education,18,2024-10-01,92
Education,18,2024-11-01,75
Education,18,2024-12-01,75
Education,18,2025-01-01,91
Education,18,2025-02-01,92
Education,18,2025-03-01,84
Education,18,2025-04-01,69
Education,18,2025-05-01,67
Education,70,2024-06-01,8
Education,70,2024-07-01,4
Education,70,2024-08-01,11
Education,70,2024-09-01,4
Education,70,2024-10-01,9
Education,70,2024-11-01,5
Education,70,2024-12-01,5
Education,70,2025-01-01,15
Education,70,2025-02-01,9
Education,70,2025-03-01,12
Education,70,2025-04-01,2
Education,70,2025-05-01,5
Education,97,2024-06-01,206
Education,97,2024-07-01,239
Education,97,2024-08-01,236
Education,97,2024-09-01,223
Education,97,2024-10-01,215
Education,97,2024-11-01,184
Education,97,2024-12-01,164
Education,97,2025-01-01,195
Education,97,2025-02-01,189
Education,97,2025-03-01,197
Education,97,2025-04-01,152
Education,97,2025-05-01,124
Food_Beverage,01,2024-06-01,23
Food_Beverage,01,2024-07-01,28
Food_Beverage,01,2024-08-01,20
Food_Beverage,01,2024-09-01,19
Food_Beverage,01,2024-10-01,28
Food_Beverage,01,2024-11-01,32
Food_Beverage,01,2024-12-01,24
Food_Beverage,01,2025-01-01,28
Food_Beverage,01,2025-02-01,35
Food_Beverage,01,2025-03-01,17
Food_Beverage,01,2025-04-01,32
Food_Beverage,01,2025-05-01,29
Food_Beverage,02,2024-06-01,76
Food_Beverage,02,2024-07-01,81
Food_Beverage,02,2024-08-01,62
Food_Beverage,02,2024-09-01,77
Food_Beverage,02,2024-10-01,71
Food_Beverage,02,2024-11-01,90
Food_Beverage,02,2024-12-01,63
Food_Beverage,02,2025-01-01,93
Food_Beverage,02,2025-02-01,74
Food_Beverage,02,2025-03-01,102
Food_Beverage,02,2025-04-01,81
Food_Beverage,02,2025-05-01,98
Food_Beverage,03,2024-06-01,25
Food_Beverage,03,2024-07-01,27
Food_Beverage,03,2024-08-01,46
Food_Beverage,03,2024-09-01,38
Food_Beverage,03,2024-10-01,33
Food_Beverage,03,2024-11-01,36
Food_Beverage,03,2024-12-01,38
Food_Beverage,03,2025-01-01,43
Food_Beverage,03,2025-02-01,34
Food_Beverage,03,2025-03-01,38
Food_Beverage,03,2025-04-01,19
Food_Beverage,03,2025-05-01,42
Food_Beverage,04,2024-06-01,40
Food_Beverage,04,2024-07-01,41
Food_Beverage,04,2024-08-01,51
Food_Beverage,04,2024-09-01,52
Food_Beverage,04,2024-10-01,57
Food_Beverage,04,2024-11-01,54
Food_Beverage,04,2024-12-01,55
Food_Beverage,04,2025-01-01,57
Food_Beverage,04,2025-02-01,61
Food_Beverage,04,2025-03-01,66
Food_Beverage,04,2025-04-01,48
Food_Beverage,04,2025-05-01,50
Food_Beverage,05,2024-06-01,20
Food_Beverage,05,2024-07-01,27
Food_Beverage,05,2024-08-01,16
Food_Beverage,05,2024-09-01,17
Food_Beverage,05,2024-10-01,13
Food_Beverage,05,2024-11-01,21
Food_Beverage,05,2024-12-01,23
Food_Beverage,05,2025-01-01,28
Food_Beverage,05,2025-02-01,15
Food_Beverage,05,2025-03-01,20
Food_Beverage,05,2025-04-01,21
Food_Beverage,05,2025-05-01,21
Food_Beverage,06,2024-06-01,66
Food_Beverage,06,2024-07-01,55
Food_Beverage,06,2024-08-01,62
Food_Beverage,06,2024-09-01,72
Food_Beverage,06,2024-10-01,63
Food_Beverage,06,2024-11-01,53
Food_Beverage,06,2024-12-01,49
Food_Beverage,06,2025-01-01,62
Food_Beverage,06,2025-02-01,59
Food_Beverage,06,2025-03-01,104
Food_Beverage,06,2025-04-01,80
Food_Beverage,06,2025-05-01,83
Food_Beverage,07,2024-06-01,90
Food_Beverage,07,2024-07-01,80
Food_Beverage,07,2024-08-01,65
Food_Beverage,07,2024-09-01,78
Food_Beverage,07,2024-10-01,78
Food_Beverage,07,2024-11-01,80
Food_Beverage,07,2024-12-01,54
Food_Beverage,07,2025-01-01,82
Food_Beverage,07,2025-02-01,86
Food_Beverage,07,2025-03-01,97
Food_Beverage,07,2025-04-01,107
Food_Beverage,07,2025-05-01,108
Food_Beverage,08,2024-06-01,44
Food_Beverage,08,2024-07-01,45
Food_Beverage,08,2024-08-01,29
Food_Beverage,08,2024-09-01,33
Food_Beverage,08,2024-10-01,36
Food_Beverage,08,2024-11-01,38
Food_Beverage,08,2024-12-01,28
Food_Beverage,08,2025-01-01,53
Food_Beverage,08,2025-02-01,29
Food_Beverage,08,2025-03-01,52
Food_Beverage,08,2025-04-01,50
Food_Beverage,08,2025-05-01,48
Food_Beverage,09,2024-06-01,46
Food_Beverage,09,2024-07-01,48
Food_Beverage,09,2024-08-01,55
Food_Beverage,09,2024-09-01,39
Food_Beverage,09,2024-10-01,53
Food_Beverage,09,2024-11-01,51
Food_Beverage,09,2024-12-01,52
Food_Beverage,09,2025-01-01,55
Food_Beverage,09,2025-02-01,51
Food_Beverage,09,2025-03-01,55
Food_Beverage,09,2025-04-01,71
Food_Beverage,09,2025-05-01,72
Food_Beverage,10,2024-06-01,68
Food_Beverage,10,2024-07-01,66
Food_Beverage,10,2024-08-01,53
Food_Beverage,10,2024-09-01,71
Food_Beverage,10,2024-10-01,82
Food_Beverage,10,2024-11-01,91
Food_Beverage,10,2024-12-01,64
Food_Beverage,10,2025-01-01,70
Food_Beverage,10,2025-02-01,65
Food_Beverage,10,2025-03-01,77
Food_Beverage,10,2025-04-01,68
Food_Beverage,10,2025-05-01,89
Food_Beverage,11,2024-06-01,64
Food_Beverage,11,2024-07-01,56
Food_Beverage,11,2024-08-01,41
Food_Beverage,11,2024-09-01,52
Food_Beverage,11,2024-10-01,52
Food_Beverage,11,2024-11-01,62
Food_Beverage,11,2024-12-01,52
Food_Beverage,11,2025-01-01,69
Food_Beverage,11,2025-02-01,45
Food_Beverage,11,2025-03-01,61
Food_Beverage,11,2025-04-01,65
Food_Beverage,11,2025-05-01,70
Food_Beverage,12,2024-06-01,50
Food_Beverage,12,2024-07-01,51
Food_Beverage,12,2024-08-01,39
Food_Beverage,12,2024-09-01,37
Food_Beverage,12,2024-10-01,44
Food_Beverage,12,2024-11-01,55
Food_Beverage,12,2024-12-01,45
Food_Beverage,12,2025-01-01,54
Food_Beverage,12,2025-02-01,31
Food_Beverage,12,2025-03-01,44
Food_Beverage,12,2025-04-01,76
Food_Beverage,12,2025-05-01,71
Food_Beverage,13,2024-06-01,30
Food_Beverage,13,2024-07-01,23
Food_Beverage,13,2024-08-01,24
Food_Beverage,13,2024-09-01,24
Food_Beverage,13,2024-10-01,25
Food_Beverage,13,2024-11-01,30
Food_Beverage,13,2024-12-01,21
Food_Beverage,13,2025-01-01,36
Food_Beverage,13,2025-02-01,22
Food_Beverage,13,2025-03-01,30
Food_Beverage,13,2025-04-01,37
Food_Beverage,13,2025-05-01,28
Food_Beverage,14,2024-06-01,197
Food_Beverage,14,2024-07-01,169
Food_Beverage,14,2024-08-01,143
Food_Beverage,14,2024-09-01,154
Food_Beverage,14,2024-10-01,152
Food_Beverage,14,2024-11-01,164
Food_Beverage,14,2024-12-01,134
Food_Beverage,14,2025-01-01,178
Food_Beverage,14,2025-02-01,148
Food_Beverage,14,2025-03-01,207
Food_Beverage,14,2025-04-01,231
Food_Beverage,14,2025-05-01,236
Food_Beverage,15,2024-06-01,309
Food_Beverage,15,2024-07-01,243
Food_Beverage,15,2024-08-01,204
Food_Beverage,15,2024-09-01,187
Food_Beverage,15,2024-10-01,205
Food_Beverage,15,2024-11-01,211
Food_Beverage,15,2024-12-01,179
Food_Beverage,15,2025-01-01,202
Food_Beverage,15,2025-02-01,220
Food_Beverage,15,2025-03-01,293
Food_Beverage,15,2025-04-01,323
Food_Beverage,15,2025-05-01,329
Food_Beverage,16,2024-06-01,128
Food_Beverage,16,2024-07-01,110
Food_Beverage,16,2024-08-01,106
Food_Beverage,16,2024-09-01,115
Food_Beverage,16,2024-10-01,128
Food_Beverage,16,2024-11-01,150
Food_Beverage,16,2024-12-01,116
Food_Beverage,16,2025-01-01,121
Food_Beverage,16,2025-02-01,113
Food_Beverage,16,2025-03-01,152
Food_Beverage,16,2025-04-01,159
Food_Beverage,16,2025-05-01,168
Food_Beverage,17,2024-06-01,45
Food_Beverage,17,2024-07-01,52
Food_Beverage,17,2024-08-01,33
Food_Beverage,17,2024-09-01,16
Food_Beverage,17,2024-10-01,11
Food_Beverage,17,2024-11-01,12
Food_Beverage,17,2024-12-01,14
Food_Beverage,17,2025-01-01,12
Food_Beverage,17,2025-02-01,26
Food_Beverage,17,2025-03-01,72
Food_Beverage,17,2025-04-01,68
Food_Beverage,17,2025-05-01,85
Food_Beverage,18,2024-06-01,168
Food_Beverage,18,2024-07-01,168
Food_Beverage,18,2024-08-01,155
Food_Beverage,18,2024-09-01,165
Food_Beverage,18,2024-10-01,170
Food_Beverage,18,2024-11-01,190
Food_Beverage,18,2024-12-01,149
Food_Beverage,18,2025-01-01,196
Food_Beverage,18,2025-02-01,169
Food_Beverage,18,2025-03-01,207
Food_Beverage,18,2025-04-01,211
Food_Beverage,18,2025-05-01,245
Food_Beverage,70,2024-06-01,13
Food_Beverage,70,2024-07-01,20
Food_Beverage,70,2024-08-01,8
Food_Beverage,70,2024-09-01,14
Food_Beverage,70,2024-10-01,13
Food_Beverage,70,2024-11-01,17
Food_Beverage,70,2024-12-01,11
Food_Beverage,70,2025-01-01,11
Food_Beverage,70,2025-02-01,17
Food_Beverage,70,2025-03-01,25
Food_Beverage,70,2025-04-01,9
Food_Beverage,70,2025-05-01,14
Food_Beverage,97,2024-06-01,451
Food_Beverage,97,2024-07-01,393
Food_Beverage,97,2024-08-01,284
Food_Beverage,97,2024-09-01,303
Food_Beverage,97,2024-10-01,297
Food_Beverage,97,2024-11-01,326
Food_Beverage,97,2024-12-01,269
Food_Beverage,97,2025-01-01,303
Food_Beverage,97,2025-02-01,315
Food_Beverage,97,2025-03-01,398
Food_Beverage,97,2025-04-01,417
Food_Beverage,97,2025-05-01,428
Health_Care,01,2024-06-01,68
Health_Care,01,2024-07-01,85
Health_Care,01,2024-08-01,65
Health_Care,01,2024-09-01,56
Health_Care,01,2024-10-01,78
Health_Care,01,2024-11-01,72
Health_Care,01,2024-12-01,85
Health_Care,01,2025-01-01,86
Health_Care,01,2025-02-01,63
Health_Care,01,2025-03-01,76
Health_Care,01,2025-04-01,71
Health_Care,01,2025-05-01,54
Health_Care,02,2024-06-01,184
Health_Care,02,2024-07-01,229
Health_Care,02,2024-08-01,220
Health_Care,02,2024-09-01,219
Health_Care,02,2024-10-01,211
Health_Care,02,2024-11-01,162
Health_Care,02,2024-12-01,189
Health_Care,02,2025-01-01,255
Health_Care,02,2025-02-01,218
Health_Care,02,2025-03-01,245
Health_Care,02,2025-04-01,191
Health_Care,02,2025-05-01,168
Health_Care,03,2024-06-01,170
Health_Care,03,2024-07-01,204
Health_Care,03,2024-08-01,218
Health_Care,03,2024-09-01,186
Health_Care,03,2024-10-01,181
Health_Care,03,2024-11-01,153
Health_Care,03,2024-12-01,186
Health_Care,03,2025-01-01,241
Health_Care,03,2025-02-01,177
Health_Care,03,2025-03-01,188
Health_Care,03,2025-04-01,148
Health_Care,03,2025-05-01,142
Health_Care,04,2024-06-01,113
Health_Care,04,2024-07-01,123
Health_Care,04,2024-08-01,128
Health_Care,04,2024-09-01,151
Health_Care,04,2024-10-01,148
Health_Care,04,2024-11-01,129
Health_Care,04,2024-12-01,135
Health_Care,04,2025-01-01,153
Health_Care,04,2025-02-01,140
Health_Care,04,2025-03-01,149
Health_Care,04,2025-04-01,127
Health_Care,04,2025-05-01,123
Health_Care,05,2024-06-01,37
Health_Care,05,2024-07-01,32
Health_Care,05,2024-08-01,18
Health_Care,05,2024-09-01,27
Health_Care,05,2024-10-01,32
Health_Care,05,2024-11-01,35
Health_Care,05,2024-12-01,20
Health_Care,05,2025-01-01,29
Health_Care,05,2025-02-01,34
Health_Care,05,2025-03-01,37
Health_Care,05,2025-04-01,29
Health_Care,05,2025-05-01,30
Health_Care,06,2024-06-01,114
Health_Care,06,2024-07-01,120
Health_Care,06,2024-08-01,134
Health_Care,06,2024-09-01,119
Health_Care,06,2024-10-01,128
Health_Care,06,2024-11-01,101
Health_Care,06,2024-12-01,110
Health_Care,06,2025-01-01,157
Health_Care,06,2025-02-01,99
Health_Care,06,2025-03-01,130
Health_Care,06,2025-04-01,108
Health_Care,06,2025-05-01,118
